gene,gene_name,zscore,VAR_g,n,covariance_n,model_n,pred_perf_R2
NEFH,NEFH,0.305165667948,0.0997847874233,24,24,24,0.164545004129
GAK,GAK,-0.580906821376,0.0241609863537,25,25,25,0.0122880380535
C2orf76,C2orf76,-0.620883592768,0.0540292416886,31,31,31,0.0651961004373
NRG1,NRG1,1.5245779207,0.41060768822,102,102,102,0.406883554563
MBP,MBP,-1.60823393752,0.0207732944515,5,5,5,0.0636808706064
NRG4,NRG4,-0.693493346283,6.01226776308e-05,1,1,1,0.00492928600458
GAA,GAA,0.745952717436,0.513430806683,42,42,42,0.562199140182
XYLT2,XYLT2,0.235204563342,0.0184099392993,11,11,11,0.0378705247817
SUV39H2,SUV39H2,0.138387528991,0.00498337441276,6,6,6,0.0156299083254
TFCP2L1,TFCP2L1,0.91451639683,0.106326737005,32,32,32,0.126547902898
RAB11B,RAB11B,1.61736840836,0.00394900816215,17,17,17,0.000517999859818
NUMB,NUMB,0.0641597231357,0.024862155531,27,27,27,0.0341907468974
XYLT1,XYLT1,-1.15092748136,0.168980708801,64,64,64,0.176916496184
CORIN,CORIN,-1.73522602881,0.496789708322,49,49,49,0.551907655333
HRASLS,HRASLS,-0.92762359615,0.00478707422681,4,4,4,0.0181182370136
EXOC6B,EXOC6B,1.91799880329,0.00785388817686,39,40,40,0.00181037140128
CYC1,CYC1,0.160700030503,0.002493562477,7,7,7,0.00188333620135
PON2,PON2,1.60950812857,0.189800529019,71,71,71,0.199817895262
PSAT1,PSAT1,-1.91170207833,0.173779323715,7,7,7,0.266986990089
HAGH,HAGH,0.505706306856,0.0461052971882,27,27,27,0.0668125273349
TFCP2,TFCP2,2.18201489727,0.0228908129403,8,8,8,0.0407652623147
SPATA2L,SPATA2L,-0.238254274279,0.302185137152,54,54,54,0.303323747285
CKAP2,CKAP2,-2.87441243992,0.512276125275,34,35,35,0.556158001443
CKAP4,CKAP4,-0.396588183933,0.0711592731865,98,99,99,0.0298121658806
SLFN5,SLFN5,0.172974703611,0.353170275428,48,48,48,0.431033884305
BCL2L1,BCL2L1,-0.0242259630783,0.00781205723567,10,10,10,0.00308231584621
SCO2,SCO2,-0.843593673464,0.148203777151,48,49,49,0.359324835146
SCO1,SCO1,-0.106821700778,0.186304557792,36,36,36,0.235268855606
RBM15B,RBM15B,0.340541540766,0.0788500647572,10,10,10,0.0938607155025
UGP2,UGP2,-0.603037706222,0.0102417228787,12,12,12,0.00652405465352
SPINT2,SPINT2,0.279458599721,0.0707064427513,39,39,39,0.0905294760752
SLC38A11,SLC38A11,0.22227230901,0.021364957923,15,15,15,0.0302733196155
SPINT1,SPINT1,0.0605184537662,0.0237725465607,18,18,18,0.039079281851
SLC38A10,SLC38A10,-1.98285212026,0.238456329318,46,46,46,0.267855725222
ITSN1,ITSN1,0.68517695223,0.19367064174,15,15,15,0.279528961146
NDST1,NDST1,1.21870797008,0.461767999059,34,34,34,0.464406033939
NDST2,NDST2,1.8529057005,0.0466974032889,19,19,19,0.0696697240527
ITSN2,ITSN2,0.750302858082,0.0214932192484,24,25,25,0.0191483699076
MMADHC,MMADHC,-1.6680449244,0.0192852218119,26,26,26,0.0166325756839
ZNF668,ZNF668,0.646685563757,0.223761757074,22,22,22,0.256250405683
ZNF669,ZNF669,0.0797674556935,0.0462119754477,9,9,9,0.0801788816272
KHK,KHK,-1.33972889629,0.605392669937,41,41,41,0.661442635951
ZNF662,ZNF662,-0.597262489549,0.00120308261879,5,5,5,0.00152459579007
ZNF664,ZNF664,-1.43858459428,0.0257176369515,19,19,19,0.0366126891131
ZNF665,ZNF665,-2.32202617826,0.0528315549029,65,65,65,0.051694707041
ZNF667,ZNF667,0.336289092965,0.0462121949247,9,9,9,0.0956141071031
SCAMP4,SCAMP4,-1.77659775885,0.0686374318245,20,21,21,0.0875426296328
SCAMP5,SCAMP5,-0.16434980985,0.0161244804179,30,30,30,0.00707207651025
SCAMP2,SCAMP2,-0.216889240319,0.150417010424,24,24,24,0.177596657337
SCAMP3,SCAMP3,1.15902576788,0.00147505705406,5,5,5,0.00267484723619
TSPAN2,TSPAN2,-0.17859099794,0.014889384872,8,8,8,0.0307009561922
C7orf43,C7orf43,-1.09681778178,0.0687233026236,13,14,14,0.132685170568
TSPAN1,TSPAN1,-0.138062170399,0.0280713624105,3,3,3,0.0523640277674
LRSAM1,LRSAM1,-0.213926063124,0.0126099410575,9,9,9,0.0335643223429
TSPAN4,TSPAN4,1.25961451689,0.300096425733,38,38,38,0.315986229178
NXN,NXN,-0.661812992064,0.0698052372081,77,77,77,0.0506733621436
FAM193A,FAM193A,-0.605632879739,0.00634066526171,18,18,18,0.00617199856593
TDP2,TDP2,-0.629933276233,0.0443857673458,44,44,44,0.0390955579464
ZNF445,ZNF445,-1.91888245472,0.00771709933266,21,23,23,0.00897872823695
ZNF446,ZNF446,0.758650835639,0.0723050296124,24,24,24,0.0851554795255
SCOC,SCOC,-0.18052162222,0.0087031095045,32,33,33,0.0129320251401
ZNF442,ZNF442,1.59919094541,0.00141067859276,2,2,2,0.00295777225664
ZNF443,ZNF443,0.0719166268678,0.0574265261527,55,55,55,0.0767019319379
COX5A,COX5A,-0.288713006915,0.0212933765046,23,23,23,0.0161357569607
RPS5,RPS5,0.255149155009,0.165528042616,7,7,7,0.21505059509
EPSTI1,EPSTI1,1.46605755439,0.129924190281,34,34,34,0.176105411041
PPIP5K2,PPIP5K2,-1.21956745276,0.110922985152,62,64,64,0.184254885193
L3MBTL3,L3MBTL3,1.10448863888,0.330336479967,68,69,69,0.406242623599
L3MBTL2,L3MBTL2,0.831175659621,0.0878407378807,26,26,26,0.0910518717198
L3MBTL4,L3MBTL4,0.849554086037,0.0752269776848,41,41,41,0.090388801055
GFRA2,GFRA2,0.83872853734,0.210288522062,8,8,8,0.298885049651
SERAC1,SERAC1,0.813434087051,0.458637056262,38,39,39,0.480383309981
CINP,CINP,-1.48485085279,0.0690372988156,15,15,15,0.0855446211705
RPS2,RPS2,0.447107881301,0.236347376122,12,12,12,0.312238807013
AFAP1L1,AFAP1L1,0.246839826012,0.00341848851253,8,8,8,0.00683934075088
RASD1,RASD1,-0.742028791825,0.0352518377163,21,21,21,0.0471612314701
TSEN34,TSEN34,-1.52174467267,0.0457529499293,13,14,14,0.167591963325
PCMT1,PCMT1,-0.413211529719,0.00493439201227,26,26,26,0.0171156296867
SLAIN2,SLAIN2,-1.25325400166,0.0102326149438,21,21,21,0.00958525047896
SLAIN1,SLAIN1,1.72953638785,0.0225558519784,34,35,35,0.0139381928041
C9orf3,C9orf3,-0.45355731245,0.247325379739,36,37,37,0.277711950514
PSENEN,PSENEN,-0.389450634907,0.00639734441016,10,10,10,0.0108212345649
C9orf9,C9orf9,1.8003345441,0.00577964863603,9,9,9,0.0136916217743
FAM177A1,FAM177A1,-1.81118591575,0.315226824776,33,34,34,0.398480217419
TRABD,TRABD,0.293795419097,0.249618708387,141,142,142,0.184453353911
FAM175A,FAM175A,-0.265584644153,0.0495247479982,27,27,27,0.0692431068332
FAM175B,FAM175B,-0.336732803434,0.00261940230232,7,7,7,0.000212374466748
THBS2,THBS2,1.58855645195,0.307149572095,89,89,89,0.350893322279
THBS3,THBS3,-0.808954168482,0.352916315685,39,39,39,0.429897218739
CPA5,CPA5,-0.355073140706,0.652011169543,19,19,19,0.735303590164
SLMAP,SLMAP,-0.397232725852,0.011460880006,28,29,29,0.00523539508929
PVRL3,PVRL3,1.52300094396,0.0063808652223,27,28,28,0.00291559240644
PVRL2,PVRL2,0.626870830497,0.906752116194,58,58,58,0.904797496421
ATG9A,ATG9A,0.878205663586,0.000637463585225,3,3,3,9.00606341126e-07
OS9,OS9,0.507302316414,0.00929521474901,25,27,27,0.00229300441715
PKDCC,PKDCC,-0.309848788155,0.0878861164448,21,21,21,0.124743895007
SH2D4A,SH2D4A,1.23420560778,0.0497828201864,76,76,76,0.0308184284632
YEATS4,YEATS4,-1.27312591739,0.366878761878,15,15,15,0.443152059994
LNX1,LNX1,-0.120504298273,0.0197977109765,15,15,15,0.0277044109608
STAG3,STAG3,-0.117193634529,0.0381794042946,17,18,18,0.0401090172423
STAG1,STAG1,0.364827506435,0.00426548647747,12,12,12,0.00579734593082
DSTN,DSTN,-0.697400627578,0.184075910839,45,45,45,0.229334330318
LONP1,LONP1,0.251157853641,0.191563799204,33,33,33,0.229306963473
ARG1,ARG1,-0.00572367004855,0.290071804508,27,27,27,0.308314934698
AP1G2,AP1G2,0.789586198409,0.0166760130164,15,15,15,0.0247569299101
AAK1,AAK1,0.614363650475,0.00648265730691,12,12,12,0.0040469813889
TMEM50A,TMEM50A,-2.73851114844,0.457340894682,54,54,54,0.519440581777
NDUFAF2,NDUFAF2,0.248689917306,0.0241873899,23,23,23,0.0336997915298
DCAF4L1,DCAF4L1,-0.89149326027,0.0456262279531,16,16,16,0.0561937367414
EHD4,EHD4,1.69039931445,0.192078421543,22,22,22,0.247874620726
EHD3,EHD3,1.07881999649,0.0664261792129,33,33,33,0.0756993057255
EHD1,EHD1,0.334019815739,0.0290324674277,15,15,15,0.0435205566385
GDE1,GDE1,-1.73611767939,0.206680561147,43,43,43,0.238906801121
OBFC1,OBFC1,3.25809143994,0.0172551182496,7,7,7,0.0360441539728
GON4L,GON4L,0.455151387545,0.000698636398932,2,2,2,0.000383000801082
ABL1,ABL1,0.19369153501,0.0063449323476,13,13,13,0.0143768133865
OCM,OCM,0.358214559087,0.161142082372,105,108,108,0.123653460027
UTP11L,UTP11L,-0.264131578726,0.0741280637755,16,16,16,0.108302555008
OAT,OAT,-0.0421321021079,0.117432165873,31,31,31,0.152830702698
CYB5R2,CYB5R2,1.5518738203,0.369989790952,43,43,43,0.434558395222
TMED6,TMED6,0.92449285387,0.225469984228,25,25,25,0.311985168997
TMED5,TMED5,-1.18665663519,0.0373263290125,43,44,44,0.051087929693
TMED4,TMED4,-0.0337533370714,0.0341593620394,31,31,31,0.0519380116663
TMED3,TMED3,0.101140233037,0.0239022916851,38,38,38,0.0195776461461
TMED2,TMED2,1.53498026346,0.000695753067105,2,2,2,0.000314889819968
TMED1,TMED1,0.894022081782,0.112334206052,42,42,42,0.142206329582
ARPP19,ARPP19,-0.479225450321,0.138537612248,19,19,19,0.198975580809
GRAP,GRAP,-0.260514689071,0.180497337399,81,82,82,0.132897707563
BAIAP2L2,BAIAP2L2,-0.239535979928,0.0509817233694,34,34,34,0.067641701017
HNRNPR,HNRNPR,-2.18905571136,0.000331408839334,4,4,4,0.000492830775347
HNRNPU,HNRNPU,1.04929479525,0.00344087490794,5,5,5,0.00540003679631
TMED9,TMED9,0.53856149504,0.222073104225,75,76,76,0.245201207458
HNRNPK,HNRNPK,-0.884682213038,0.000663918360911,5,6,6,0.000651983927384
FASN,FASN,-0.963008478942,0.152157309465,28,28,28,0.200076886634
DIS3L,DIS3L,1.86896525169,0.323450291528,39,39,39,0.408962990196
RPL27A,RPL27A,0.264036148481,0.0869458792504,9,9,9,0.136201263085
SYDE2,SYDE2,0.70836852888,0.0122801679758,11,11,11,0.0177084439639
SYDE1,SYDE1,-0.20774726311,0.152698589501,30,30,30,0.217427409753
FAM63B,FAM63B,-0.0599882992598,0.0179238126339,38,40,40,0.0111682943762
GOLM1,GOLM1,0.0572942271237,0.150339034322,17,17,17,0.204134484392
SLC6A12,SLC6A12,1.44002080208,0.0814068165583,38,38,38,0.0713821187907
USPL1,USPL1,0.0213717080275,0.0628395699724,22,22,22,0.0872206556737
RNF166,RNF166,0.42846848773,0.342018517364,38,38,38,0.440377623141
XKR7,XKR7,1.1699037543,0.00142063970355,7,7,7,0.000158243130083
XKR6,XKR6,1.09153791018,0.0557946528978,64,64,64,0.0588315094911
XKR3,XKR3,0.157274064093,0.270427474681,93,93,93,0.224655151424
XKR9,XKR9,0.260556236356,0.32707174286,42,43,43,0.408636292439
XKR8,XKR8,-0.287901977346,0.0865953796132,34,34,34,0.084311687544
ISG20,ISG20,-2.51018359309,0.166489927227,20,20,20,0.220219559454
HSP90AA1,HSP90AA1,0.892920029591,0.000425314923773,1,1,1,4.69134497883e-05
ANKRD33B,ANKRD33B,0.149062327391,0.0278204756084,21,21,21,0.0543037794082
TADA1,TADA1,-0.458585486275,0.0477694891792,20,20,20,0.0715042567018
TADA3,TADA3,0.491880422248,0.111118803402,17,17,17,0.171027003782
CD52,CD52,-0.549618530104,0.0234720402843,17,17,17,0.0385807141864
C9orf16,C9orf16,0.638569366181,0.0148116844789,15,15,15,0.02359967881
CD55,CD55,-0.584466562624,0.54888031943,90,91,91,0.590316153683
LILRB4,LILRB4,-1.30354119197,0.184623639771,80,81,81,0.250230252003
CD59,CD59,-0.248223111338,0.1398816158,25,26,26,0.207739564149
SCP2,SCP2,0.945927996354,0.0980658900473,44,44,44,0.150728907828
RAB37,RAB37,3.12991530633,0.00702131305854,15,15,15,0.0101103296759
RAB36,RAB36,-2.0466528544,0.0332428585923,22,23,23,0.0508598992418
RAB35,RAB35,-0.423219430881,0.00420502411599,15,15,15,0.000638257740638
SRP54,SRP54,1.3466267408,0.0116387127289,12,12,12,0.0206666163333
HJURP,HJURP,-2.99307593897,0.00113805012678,6,7,7,3.29733938797e-05
RAB32,RAB32,-1.2414474329,0.00533823003535,12,12,12,0.00454209364874
RAB31,RAB31,-2.93803320556,0.0949821074652,16,17,17,0.174278101289
RAB30,RAB30,-1.23096305632,0.000299812729194,2,2,2,0.000334847243561
UPF3A,UPF3A,-0.343429904946,0.182858972008,47,47,47,0.168278195195
RAB38,RAB38,-0.766911484075,0.424890393708,135,135,135,0.475876582523
DOK2,DOK2,1.00909577374,0.154811808343,26,26,26,0.189635405792
DOK3,DOK3,0.543199217831,0.0147465464162,32,33,33,0.0133375201351
LCA5L,LCA5L,0.0861184191787,0.259211669795,57,57,57,0.292659404086
DOK1,DOK1,-0.103801932524,0.0574433603816,34,34,34,0.0629388967054
DOK6,DOK6,-0.657307722287,0.241509788313,58,59,59,0.313683979044
DOK7,DOK7,0.737519356883,0.229193699885,24,24,24,0.304037708532
DOK4,DOK4,-1.79992809392,0.116844839767,80,80,80,0.132118330569
MCEE,MCEE,0.840571670753,0.0766497396281,45,45,45,0.0950169717396
C6orf226,C6orf226,0.317930496711,0.0482841513953,26,26,26,0.0891721506141
C6orf225,C6orf225,-1.0860067882,0.035695024558,32,33,33,0.074452315192
PLS1,PLS1,0.267040008609,0.00355517347781,8,8,8,0.00638745174544
C19orf66,C19orf66,-1.21603455713,0.0785191421709,30,30,30,0.0834403222576
CLASP2,CLASP2,1.06178809174,0.000222888935737,8,8,8,0.000838112523593
CLASP1,CLASP1,0.230536241121,0.00404948267453,13,13,13,0.00331041646551
PDIA6,PDIA6,-0.75701469101,0.0693936833476,26,26,26,0.114298291302
PDIA5,PDIA5,0.84905471012,0.0429157091782,35,36,36,0.054377061744
C1orf200,C1orf200,-0.948443205879,0.00139790776077,2,2,2,0.00859155070401
PDIA3,PDIA3,-2.08606474613,0.0207249353772,10,10,10,0.0297242292613
C1orf204,C1orf204,1.45678415291,0.0661871459197,37,37,37,0.0632296304576
ELF1,ELF1,2.17361524676,0.00868494300422,15,15,15,0.0141344752839
CCDC124,CCDC124,0.356649739856,0.00026234015108,2,2,2,0.00221294066871
ARMC8,ARMC8,0.759254138911,0.00606428839732,9,9,9,0.00660850288924
ZBTB49,ZBTB49,0.266576111683,0.0567676108602,18,18,18,0.0967466553428
DACH1,DACH1,-1.16604841741,0.000901223151708,3,3,3,0.000923768884753
ARMC7,ARMC7,-2.6188646506,0.0737794852824,42,42,42,0.086983295399
LRG1,LRG1,1.57732821012,0.000665061461911,2,2,2,0.000246060274327
ARMC5,ARMC5,0.355482899144,0.0486486370473,19,21,21,0.0582138344385
ARMC2,ARMC2,0.257143627054,0.062216344517,37,37,37,0.0694426940686
ARMC3,ARMC3,0.715216870433,0.148960688521,13,13,13,0.1903561934
ARMC1,ARMC1,0.274936050385,0.0264192919229,31,32,32,0.0725354715685
YPEL3,YPEL3,0.712306506589,0.0580193503968,10,10,10,0.0996623780433
CD160,CD160,-0.302354145872,0.0426503917478,19,19,19,0.0416117410618
CD163,CD163,0.593168372507,0.000808893827848,15,16,16,0.000409327695481
SLC11A1,SLC11A1,-0.32914985149,0.215934187021,19,19,19,0.342243771275
CD164,CD164,1.01365375671,0.031784276853,14,14,14,0.0677725218362
TTC21A,TTC21A,-0.436029981075,0.0652601126313,34,34,34,0.0880493350834
TSGA10,TSGA10,-0.0566668492131,0.442696299265,47,48,48,0.560342130547
ZFP57,ZFP57,-0.881005686474,0.722510393712,17,17,17,0.831416942696
C5orf58,C5orf58,-0.295967399294,0.0220021978331,11,11,11,0.0425210088632
WNT16,WNT16,-0.519556436258,0.0245139195878,32,32,32,0.0197158803218
C5orf55,C5orf55,-0.886799955785,0.172565396807,29,30,30,0.227820334222
C5orf54,C5orf54,-1.90378950443,0.0134403273046,13,13,13,0.0266271129686
SPATA7,SPATA7,0.87857332104,0.0281078529405,21,21,21,0.0490850784894
SPATA6,SPATA6,0.379922862216,0.0276235705885,46,46,46,0.0213027697842
SPATA5,SPATA5,1.07471985095,0.000404053357527,4,4,4,0.000613824957655
HSPA2,HSPA2,-0.064866179734,0.00188315134583,14,14,14,0.0010890728646
HSPA6,HSPA6,-0.74572741696,0.0364935888332,45,45,45,0.0261853972884
HIST1H4E,HIST1H4E,-1.10238591869,0.0142918178598,12,12,12,0.0217793339606
HIST1H4D,HIST1H4D,-1.60472945914,0.00509561265715,4,4,4,0.00936849253823
HRSP12,HRSP12,0.565472697778,0.0677251876356,38,38,38,0.0899652295155
HIST1H4I,HIST1H4I,-2.07528015298,0.000800378395553,7,7,7,1.43749171744e-05
HIST1H4H,HIST1H4H,-1.74025877713,0.0876815363967,15,15,15,0.122760053686
HBA2,HBA2,2.24183283846,0.00701092136688,11,11,11,0.00368763431959
FTSJ3,FTSJ3,-0.922852701368,0.158846787215,31,31,31,0.205876141304
CD226,CD226,0.291937826085,0.100332162701,24,24,24,0.148158611727
EMILIN2,EMILIN2,1.22771897046,0.0440176473133,23,23,23,0.0682715330539
IRS1,IRS1,-0.353268071823,0.131668614116,92,93,93,0.140854353669
HKDC1,HKDC1,1.226056856,0.318199618107,148,148,148,0.310855525495
FSCN3,FSCN3,0.271045185937,0.0282233705527,26,26,26,0.0308251792925
STK25,STK25,1.06324582999,0.0190827587727,41,41,41,0.00973593345441
CRBN,CRBN,-2.8259445505,0.0846769065426,17,17,17,0.133085031888
IRX3,IRX3,-0.432687352338,0.163302373229,26,26,26,0.212922855398
PPP2R2D,PPP2R2D,1.76207829604,0.0387515049386,15,15,15,0.0578046981147
MUC1,MUC1,-1.69747641135,0.0343264788748,4,4,4,0.0683717779417
PPP2R2A,PPP2R2A,0.421458681543,0.00568664232302,12,12,12,0.00656917003302
MUC6,MUC6,1.30007660673,0.0136776699739,11,11,11,0.0314097901151
CRB3,CRB3,-0.617784390586,0.128838572328,54,54,54,0.128755017663
CRB2,CRB2,1.62542541758,0.434161424189,41,41,41,0.457690199971
PRR25,PRR25,1.71361213135,0.00584875907526,12,12,12,0.00837494567278
PTRH1,PTRH1,0.752010854351,0.0632118225688,46,47,47,0.0582926233676
CLEC2L,CLEC2L,0.176093833577,0.0577285374687,39,39,39,0.0515024894644
G2E3,G2E3,-1.56194901619,8.15195872873e-05,1,1,1,0.00466392644534
CLEC2D,CLEC2D,-2.49558823128,0.140749907094,38,38,38,0.187493563069
C10orf28,C10orf28,-0.00659529721669,0.00976590627188,15,15,15,0.018182817741
PHKG1,PHKG1,0.278058788995,0.0833998393808,21,21,21,0.143808142439
CTBP1,CTBP1,0.820602484954,0.0317485913731,46,46,46,0.0133904591537
CTBP2,CTBP2,-1.82381317838,0.00657504017602,18,18,18,0.00425055178815
C11orf54,C11orf54,-0.972523825088,0.0745931333018,9,9,9,0.119794094974
C10orf25,C10orf25,-0.0809866855068,0.0521385062544,33,33,33,0.0922553713978
C10orf26,C10orf26,1.05460745979,0.0570722865219,37,37,37,0.0573335054815
ORAI2,ORAI2,1.38798115528,0.459005361954,39,39,39,0.5414337951
HACL1,HACL1,-0.542370816941,0.0428618588621,36,36,36,0.0600290954069
FAM158A,FAM158A,-0.495244147749,0.0696655018967,3,3,3,0.121333254986
MFSD11,MFSD11,0.526472931974,0.103883718307,31,31,31,0.128189191632
MFSD10,MFSD10,1.34552423235,0.00955760916309,5,5,5,0.0194930389696
GTF3C5,GTF3C5,-0.324943948083,0.00170489253159,7,7,7,0.0016464809177
GTF3C4,GTF3C4,-1.31235613482,0.000108952426934,1,1,1,0.00927092811238
IQSEC1,IQSEC1,-0.388138716854,0.0233544039801,28,28,28,0.0255413550548
IQSEC3,IQSEC3,-0.725188300803,0.53514301881,66,66,66,0.530872260051
VPREB1,VPREB1,-0.190400636128,0.00783869420239,15,15,15,0.00969822971814
APOA1,APOA1,1.96519060233,0.0138413538692,22,22,22,0.0161620831438
VPREB3,VPREB3,0.621664178632,0.0263939861021,12,12,12,0.0382804864708
XPO1,XPO1,-0.144507163715,0.000726695873728,1,1,1,7.41224456651e-05
XPO4,XPO4,1.1339215223,0.00581365517973,16,16,16,0.00563618503599
XPO7,XPO7,0.58566948805,0.0111974856129,16,17,17,0.0172012003984
XPO6,XPO6,-0.276976698002,0.0378038773537,25,25,25,0.0444455017446
TTN,TTN,-0.244956214557,0.00549495519724,11,11,11,0.00767926065442
TTL,TTL,0.206711580163,0.0300162973232,24,25,25,0.0329675255896
SRFBP1,SRFBP1,-0.686499246234,0.000991919156061,5,5,5,0.000216281406183
GAR1,GAR1,0.745095092283,0.00193843353646,13,13,13,1.52339036212e-08
XPOT,XPOT,-0.991036070577,0.0234895034963,12,12,12,0.0312015651689
SOLH,SOLH,1.48609781152,0.113983594963,15,15,15,0.157254855508
DNASE1L2,DNASE1L2,-1.32335521657,0.017130286067,19,19,19,0.0221593331104
DNASE1L3,DNASE1L3,-1.12647133866,0.175885021651,16,16,16,0.216862759594
EPS15L1,EPS15L1,-1.13138186323,0.0474101946234,49,49,49,0.0475815936939
ALS2CR8,ALS2CR8,-0.587997637187,0.00275452308706,9,9,9,0.006871910266
GART,GART,-0.967888616694,0.00368014789317,1,1,1,0.0090732540294
ZEB1,ZEB1,-0.401178833634,0.00338833809571,7,7,7,0.00104197452125
GARS,GARS,0.460502928107,0.00363442827036,20,20,20,0.000329802798177
ZEB2,ZEB2,1.48027452086,0.00289625103271,1,1,1,0.00946787801124
TP53I11,TP53I11,0.319531156733,0.0565098148375,39,40,40,0.0713417628454
SFT2D2,SFT2D2,1.06219989454,0.0137249968358,11,11,11,0.0284476390831
SFT2D1,SFT2D1,0.628123523107,0.232290296572,30,30,30,0.31723660572
SCGB3A1,SCGB3A1,-0.450864439723,0.649426530768,14,14,14,0.771657591332
ATAD1,ATAD1,1.94264675507,0.0151299137594,17,17,17,0.0221919817829
ATAD2,ATAD2,0.266700199891,6.95626795704e-05,1,1,1,0.00564829196536
C22orf28,C22orf28,0.490154432937,0.0129798175591,14,15,15,0.0241988365564
FRAT1,FRAT1,1.50060301354,0.24009146215,40,40,40,0.279868983604
FRAT2,FRAT2,-0.342615890201,0.179816751381,56,57,57,0.203135094696
GIT1,GIT1,-1.86614053953,0.33434202247,31,31,31,0.39740348056
SIGIRR,SIGIRR,-1.05985773725,0.168536888721,31,31,31,0.214537652958
TMEM198,TMEM198,0.0524484401476,0.0176782481913,3,3,3,0.0400845207482
TMEM199,TMEM199,-0.276646006609,0.0700233556722,26,26,26,0.0825743790022
C22orf23,C22orf23,-0.280463249308,0.00122831448883,3,3,3,0.000915511559002
DCST2,DCST2,0.35579371298,0.0155685790001,13,13,13,0.0236205723233
C22orf26,C22orf26,0.737544148675,0.0793017514069,24,25,25,0.115183750724
SESN1,SESN1,-2.25241623821,0.135001210473,36,36,36,0.164614155218
SESN2,SESN2,0.560322633192,0.0697270810614,43,43,43,0.0374187520658
GHRL,GHRL,-0.0941952349252,0.0509621260701,34,34,34,0.0632285499302
SHROOM1,SHROOM1,2.3166793724,0.308739223416,94,95,95,0.308133199619
MIOX,MIOX,-0.526514602289,0.0491649001564,31,31,31,0.0493329349532
MTIF3,MTIF3,0.695753318264,0.0524220962262,44,45,45,0.0382783856198
MTIF2,MTIF2,0.00383775638451,0.0314889024894,42,42,42,0.017763963754
MIOS,MIOS,-1.25039950833,0.0176890502295,33,33,33,0.0176423006435
NAPG,NAPG,1.61431376607,0.0869573453505,26,26,26,0.119228812535
PELI1,PELI1,1.10306961817,0.0505347720041,39,39,39,0.0474611011762
PELI3,PELI3,1.5782640494,0.152058227179,25,25,25,0.191119239999
PELI2,PELI2,0.922219330124,0.00654789320061,17,17,17,0.0113100427712
C12orf23,C12orf23,0.887112837313,0.0491047140811,29,29,29,0.065562493353
SPARC,SPARC,1.95115842772,0.000228754909855,4,4,4,0.00320008638694
ATE1,ATE1,0.1193613164,0.00523036862629,4,4,4,0.0109420103786
ESPL1,ESPL1,-0.822135118817,0.000210522239412,1,1,1,0.00339764582195
AIG1,AIG1,0.263970986722,0.106939944057,44,44,44,0.123990075125
C3orf18,C3orf18,-1.25714193431,0.0196845019056,14,14,14,0.0150067534629
DBNDD2,DBNDD2,1.00748866935,0.000829442147418,1,1,1,7.49107058694e-05
DBNDD1,DBNDD1,-0.103395669684,0.297365403837,23,23,23,0.460999553667
MRPL53,MRPL53,-1.00010928485,0.299051355533,57,57,57,0.310707518113
CALB1,CALB1,-1.64735985197,0.0389635368037,11,11,11,0.0534781655962
COX19,COX19,-0.407256589414,0.034444061014,30,30,30,0.0375885175459
SRPK1,SRPK1,0.657164957185,0.0373763107149,26,27,27,0.0615278007774
SRPK2,SRPK2,-0.430013610476,0.00577306857831,12,12,12,0.00965009823092
RNASEH2C,RNASEH2C,-0.264340977513,0.142291573055,20,20,20,0.19168330773
FAM20A,FAM20A,0.0808567501933,0.0431021102343,18,18,18,0.0591150445184
FAM20B,FAM20B,0.473187385178,0.00784352363452,12,13,13,0.0103229828698
FAM20C,FAM20C,1.47381411227,0.194673540058,68,69,69,0.169870503923
ADARB2,ADARB2,0.185859430927,0.675416997777,35,35,35,0.685704487376
ADARB1,ADARB1,0.288714750352,0.0230007021865,23,23,23,0.050376040611
HAT1,HAT1,0.0597441956846,0.00586060154543,17,17,17,0.0117474272936
CXXC5,CXXC5,-1.41237830104,0.0156413521507,16,16,16,0.00777469460317
WTIP,WTIP,0.814384152448,0.0425785132855,17,17,17,0.0458641272294
NPC1L1,NPC1L1,0.979011330335,0.00231082147078,3,3,3,0.0044745724018
CARKD,CARKD,0.282504394088,0.378025269377,45,45,45,0.362557339798
AGGF1,AGGF1,0.69328071759,0.0128541949727,22,23,23,0.0240842688113
LARP1,LARP1,0.623655449389,0.0646281961676,24,24,24,0.0970360995845
TUBB,TUBB,-1.62142451265,0.0572396633027,56,59,59,0.0296333824257
ZNF689,ZNF689,-1.24880958876,0.00276119839005,6,6,6,0.00119471970758
EEA1,EEA1,0.109542813521,0.00782952647736,22,22,22,0.00797399535526
SLC5A3,SLC5A3,0.2490679524,0.0404124399288,17,17,17,0.0516807139726
RDH5,RDH5,-2.63658685795,0.204986354425,11,11,11,0.321161874035
ZNF682,ZNF682,0.648746297389,0.0541911730461,16,16,16,0.0787791276395
GCDH,GCDH,0.611256866574,0.390589614768,5,5,5,0.446293015583
SLIT1,SLIT1,0.858586665071,0.403252381722,60,60,60,0.505279889272
DTYMK,DTYMK,-0.307044736999,0.0378531484611,29,29,29,0.0415099526051
HOMER3,HOMER3,0.41666878623,0.00073147159284,2,2,2,8.37650659992e-06
HOMER2,HOMER2,0.548956755815,0.0619711559394,32,32,32,0.0705082414077
PRICKLE1,PRICKLE1,-0.0633041459942,0.0234567766354,32,33,33,0.0240626389801
